"","Id","LotArea","Street","OverallQual","RoofStyle","Foundation","Heating","CentralAir","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","PoolArea","SalePrice","SqFootage"
"876",876,9000,"Pave",8,"Gable","PConc","GasA","Y",2610,2,1,4,1,"Ex",11,1,2,550,0,303477,1184
"878",878,8834,"Pave",9,"Hip","PConc","GasA","Y",2224,2,1,4,1,"Ex",10,1,3,738,0,350000,1462
"879",879,11782,"Pave",5,"Gable","CBlock","GasA","Y",1155,1,0,3,1,"Gd",6,0,2,576,0,148000,1155
"880",880,7000,"Pave",5,"Gable","CBlock","GasA","Y",864,1,0,3,1,"TA",6,0,1,336,0,136500,864
"881",881,7024,"Pave",5,"Gable","PConc","GasA","Y",1090,1,1,2,1,"TA",5,0,2,450,0,157000,1090
"883",883,9636,"Pave",6,"Gable","PConc","GasA","Y",1593,2,1,3,1,"TA",7,1,2,389,0,178000,808
"884",884,6204,"Pave",4,"Gable","PConc","GasA","N",2230,1,0,5,1,"TA",10,0,1,440,0,118500,954
"885",885,7150,"Pave",5,"Gable","CBlock","GasA","Y",892,1,0,3,1,"TA",5,0,1,288,0,100000,892
"888",888,16466,"Pave",5,"Gable","PConc","GasA","Y",1393,1,1,3,1,"TA",8,0,1,300,0,135500,872
"889",889,15865,"Pave",8,"Flat","PConc","GasA","Y",2217,2,0,4,1,"Gd",8,1,2,621,0,268000,2217
"890",890,12160,"Pave",6,"Hip","CBlock","GasA","Y",1505,1,0,2,1,"TA",6,1,2,505,0,149500,1505
"891",891,8064,"Pave",5,"Gable","CBlock","GasA","Y",924,1,0,3,1,"TA",6,1,2,576,0,122900,672
"892",892,11184,"Pave",6,"Hip","CBlock","GasA","Y",1683,2,1,3,1,"TA",7,1,2,440,0,172500,918
"893",893,8414,"Pave",6,"Hip","CBlock","GasA","Y",1068,1,0,3,1,"TA",6,0,1,264,0,154500,1068
"894",894,13284,"Pave",5,"Gable","PConc","GasA","Y",1383,1,0,3,1,"TA",6,1,1,354,0,165000,1383
"895",895,7018,"Pave",5,"Gable","Slab","GasA","Y",1535,2,0,4,2,"TA",8,0,2,400,0,118858,1535
"896",896,7056,"Pave",6,"Hip","CBlock","GasA","Y",1796,1,1,4,1,"TA",8,1,2,483,0,140000,983
"897",897,8765,"Pave",4,"Gable","BrkTil","GasA","N",951,1,0,2,1,"TA",6,0,1,327,0,106500,951
"898",898,7018,"Pave",5,"Gable","Slab","GasA","Y",2240,2,0,6,2,"TA",12,0,2,528,0,142953,1120
"899",899,12919,"Pave",9,"Hip","PConc","GasA","Y",2364,2,1,2,1,"Ex",11,2,3,820,0,611657,2364
"900",900,6993,"Pave",5,"Gable","CBlock","GasA","Y",1236,1,0,3,1,"TA",6,1,1,288,0,135000,1236
"901",901,7340,"Pave",4,"Gable","CBlock","GasA","Y",858,1,0,2,1,"TA",4,0,1,684,0,110000,858
"903",903,7875,"Pave",7,"Gable","PConc","GasA","Y",1509,2,1,3,1,"Gd",8,1,2,393,0,180000,807
"904",904,14859,"Pave",7,"Hip","PConc","GasA","Y",1670,2,0,3,1,"Gd",7,1,3,690,0,240000,1670
"905",905,6173,"Pave",5,"Gable","CBlock","GasA","Y",902,1,0,3,1,"TA",6,0,1,288,0,125500,902
"906",906,9920,"Pave",5,"Gable","CBlock","GasA","Y",1063,1,0,3,1,"TA",6,0,1,280,0,128000,1063
"907",907,13501,"Pave",8,"Gable","PConc","GasA","Y",1636,2,0,3,1,"Gd",8,1,3,865,0,255000,1636
"908",908,11500,"Pave",7,"Gable","CBlock","GasA","Y",2057,1,1,3,1,"Gd",6,1,1,180,0,250000,1020
"911",911,11600,"Pave",5,"Gable","CBlock","GasA","Y",2274,2,0,5,2,"TA",12,0,2,480,0,154300,1105
"912",912,9286,"Pave",5,"Gable","CBlock","GasA","Y",1268,1,1,3,1,"Gd",5,0,1,252,0,143500,1268
"913",913,6120,"Pave",5,"Gable","BrkTil","GasA","N",1015,1,0,3,1,"TA",6,0,1,450,0,88000,1015
"914",914,6270,"Pave",5,"Gable","CBlock","GasA","N",2002,2,0,4,2,"TA",8,0,3,871,0,145000,1001
"917",917,9000,"Pave",2,"Gable","CBlock","GasA","N",480,0,0,1,1,"TA",4,0,1,308,0,35311,480
"922",922,8777,"Pave",5,"Gable","CBlock","GasA","Y",2200,2,2,4,2,"TA",9,0,0,0,0,145900,1272
"924",924,8012,"Pave",6,"Gable","PConc","GasA","Y",1617,2,0,2,1,"Gd",5,1,2,533,0,193000,1617
"925",925,10240,"Pave",6,"Gable","CBlock","GasA","Y",1686,2,0,3,1,"TA",7,1,2,612,0,207500,1686
"926",926,15611,"Pave",5,"Gable","PConc","GasA","Y",1126,2,0,3,1,"Ex",6,0,2,540,0,175000,1126
"927",927,11999,"Pave",8,"Hip","PConc","GasA","Y",2374,2,1,4,1,"Ex",10,1,3,656,0,285000,1234
"928",928,9900,"Pave",7,"Gable","CBlock","GasA","Y",1978,2,1,4,1,"TA",9,1,2,486,0,176000,1098
"929",929,11838,"Pave",8,"Hip","PConc","GasA","Y",1788,2,0,3,1,"Ex",7,1,2,522,0,236500,1788
"930",930,13006,"Pave",7,"Gable","PConc","GasA","Y",2236,2,1,4,1,"Gd",8,1,2,642,0,222000,993
"931",931,8925,"Pave",8,"Gable","PConc","GasA","Y",1466,2,0,3,1,"Gd",7,0,3,610,0,201000,1466
"932",932,9100,"Pave",5,"Gable","CBlock","GasA","Y",925,1,0,2,1,"TA",5,0,1,429,0,117500,925
"933",933,11670,"Pave",9,"Hip","PConc","GasA","Y",1905,2,0,3,1,"Ex",8,1,3,788,0,320000,1905
"934",934,8487,"Pave",7,"Gable","PConc","GasA","Y",1500,2,0,3,1,"Gd",6,0,2,570,0,190000,1500
"935",935,27650,"Pave",7,"Flat","CBlock","GasA","Y",2069,2,0,4,1,"Gd",9,1,2,505,0,242000,2069
"936",936,5825,"Pave",4,"Gable","PConc","GasA","Y",747,1,0,1,1,"TA",5,0,2,528,0,79900,747
"938",938,9675,"Pave",7,"Gable","PConc","GasA","Y",1971,2,1,3,1,"Gd",8,1,2,689,0,253000,1113
"939",939,8760,"Pave",7,"Gable","PConc","GasA","Y",1962,2,1,3,1,"Gd",7,0,3,868,0,239799,1391
"940",940,24090,"Pave",7,"Gable","CBlock","GasA","Y",2403,2,0,4,1,"TA",10,2,1,349,0,244400,1207
"941",941,12640,"Pave",6,"Gable","CBlock","GasA","Y",1728,2,0,4,2,"TA",8,0,2,574,0,150900,1728
"943",943,7711,"Pave",4,"Gable","PConc","GasA","Y",1440,2,0,4,2,"TA",8,0,0,0,0,150000,1440
"944",944,25000,"Pave",5,"Gable","CBlock","GasA","Y",1632,2,0,4,2,"TA",8,0,2,576,0,143000,1632
"946",946,8820,"Pave",5,"Hip","BrkTil","GasA","Y",1869,1,0,2,1,"TA",7,0,2,456,0,124900,1188
"947",947,8163,"Pave",5,"Gable","CBlock","GasA","Y",1144,1,0,3,1,"TA",6,1,1,796,0,143000,1144
"948",948,14536,"Pave",8,"Hip","PConc","GasA","Y",1629,2,0,3,1,"Gd",9,1,3,808,0,270000,1629
"950",950,9360,"Pave",6,"Hip","CBlock","GasA","Y",1381,1,1,3,1,"Gd",5,1,2,676,0,197500,1381
"952",952,7800,"Pave",5,"Gable","CBlock","GasA","Y",965,1,0,3,1,"TA",6,0,1,300,0,119900,965
"953",953,7200,"Pave",5,"Gable","CBlock","GasA","Y",768,1,0,2,1,"TA",5,0,1,396,0,133900,768
"954",954,11075,"Pave",5,"Gable","CBlock","GasA","Y",1968,2,1,4,1,"TA",7,1,2,530,0,172000,1168
"955",955,9400,"Pave",6,"Flat","CBlock","GasA","Y",980,2,0,4,0,"TA",4,0,0,0,0,127500,980
"956",956,7136,"Pave",6,"Gable","CBlock","GasA","N",1958,2,0,4,2,"TA",8,0,2,492,0,145000,979
"957",957,1300,"Pave",6,"Gable","CBlock","GasA","Y",1229,1,1,2,1,"TA",5,1,2,462,0,124000,561
"958",958,7420,"Pave",5,"Hip","CBlock","GasA","Y",1057,1,0,3,1,"TA",6,0,2,576,0,132000,1057
"959",959,8450,"Pave",7,"Gable","PConc","GasA","Y",1337,2,0,3,1,"Gd",6,0,2,531,0,185000,1337
"961",961,7207,"Pave",5,"Gable","CBlock","GasA","Y",858,1,0,2,1,"TA",4,0,0,0,0,116500,858
"962",962,12227,"Pave",6,"Gable","CBlock","GasA","Y",2872,2,1,4,1,"TA",11,1,2,619,0,272000,1542
"963",963,2308,"Pave",6,"Gable","CBlock","GasA","Y",1548,2,1,3,1,"Gd",7,1,2,440,0,155000,804
"964",964,11923,"Pave",9,"Gable","PConc","GasA","Y",1800,2,0,2,1,"Ex",7,0,2,702,0,239000,1800
"965",965,11316,"Pave",7,"Gable","PConc","GasA","Y",1894,2,1,4,1,"Gd",8,1,2,510,0,214900,824
"966",966,10237,"Pave",6,"Gable","PConc","GasA","Y",1484,2,1,3,1,"Gd",8,1,2,393,0,178900,783
"968",968,7390,"Pave",5,"Hip","CBlock","GasA","Y",1098,1,0,3,1,"TA",6,0,1,260,0,135000,1098
"969",969,5925,"Pave",3,"Gable","BrkTil","Grav","N",968,1,0,2,1,"TA",6,0,0,0,0,37900,600
"970",970,10382,"Pave",6,"Hip","CBlock","GasA","Y",1095,1,0,2,1,"TA",6,0,1,264,0,140000,1095
"973",973,7892,"Pave",6,"Gable","CBlock","GasA","Y",918,2,0,2,1,"TA",5,1,1,264,0,99500,918
"974",974,11639,"Pave",7,"Gable","PConc","GasA","Y",1428,2,0,3,1,"Gd",6,0,2,480,0,182000,1428
"975",975,11414,"Pave",7,"Gable","BrkTil","GasA","N",2019,1,0,3,1,"Gd",8,0,2,532,0,167500,1136
"977",977,5900,"Pave",4,"Gable","PConc","GasA","Y",869,1,0,2,1,"Fa",4,0,0,0,0,85500,869
"978",978,4274,"Pave",7,"Gable","PConc","GasA","Y",1241,1,1,1,1,"Gd",4,0,2,569,0,199900,1241
"979",979,9450,"Pave",4,"Gable","CBlock","GasA","Y",894,1,0,3,1,"TA",5,0,2,400,0,110000,894
"980",980,8816,"Pave",5,"Gable","PConc","GasA","Y",1121,1,0,3,1,"TA",5,0,2,480,0,139000,1121
"982",982,12203,"Pave",8,"Hip","PConc","GasA","Y",2612,2,1,4,1,"Gd",8,1,3,676,0,336000,1276
"984",984,11250,"Pave",8,"Gable","PConc","GasA","Y",2290,2,1,4,1,"Gd",9,1,2,779,0,255900,1149
"987",987,5310,"Pave",6,"Hip","CBlock","GasA","Y",1635,1,0,2,1,"Gd",5,0,1,255,0,117000,1001
"988",988,10159,"Pave",9,"Hip","PConc","GasA","Y",1940,2,1,3,1,"Ex",8,1,3,606,0,395192,1940
"989",989,12046,"Pave",6,"Gable","CBlock","GasA","Y",2030,2,1,4,1,"Gd",8,1,2,551,0,195000,1118
"990",990,8125,"Pave",7,"Gable","PConc","GasA","Y",1576,2,1,3,1,"Gd",6,0,2,614,0,197000,778
"991",991,9452,"Pave",8,"Gable","PConc","GasA","Y",2392,2,1,3,1,"Gd",7,1,3,870,0,348000,1407
"992",992,17671,"Pave",8,"Gable","BrkTil","GasA","Y",1742,1,1,4,1,"Gd",8,1,2,424,0,168000,916
"993",993,9760,"Pave",6,"Hip","CBlock","GasA","Y",1851,2,1,3,1,"Gd",7,1,2,440,0,187000,1020
"995",995,12456,"Pave",10,"Hip","PConc","GasA","Y",1718,2,0,3,1,"Ex",7,1,3,786,0,337500,1718
"996",996,4712,"Pave",4,"Gable","CBlock","GasA","Y",1230,1,1,3,1,"TA",5,0,1,305,0,121600,774
"997",997,10659,"Pave",5,"Hip","CBlock","GasA","Y",1050,1,0,3,1,"TA",6,0,1,368,0,136500,1050
"1001",1001,10206,"Pave",3,"Flat","Slab","GasW","N",944,1,0,2,1,"Fa",4,0,2,528,0,82000,944
"1002",1002,5400,"Pave",5,"Gable","BrkTil","GasA","Y",691,1,0,2,1,"Ex",4,0,1,216,0,86000,691
"1004",1004,11500,"Pave",5,"Gable","CBlock","GasA","Y",1680,2,0,4,2,"TA",8,0,2,528,0,136905,1680
"1005",1005,3182,"Pave",7,"Gable","PConc","GasA","Y",1504,2,0,1,1,"Gd",7,1,2,457,0,181000,1504
"1006",1006,8385,"Pave",5,"Gable","CBlock","GasA","Y",985,2,0,3,1,"TA",6,0,1,328,0,149900,985
"1007",1007,12155,"Pave",6,"Gable","CBlock","GasA","Y",1657,2,0,3,1,"TA",7,1,2,484,0,163500,1657
"1008",1008,2217,"Pave",4,"Gable","CBlock","GasA","Y",1092,1,1,3,1,"TA",6,0,1,286,0,88000,546
"1009",1009,12118,"Pave",7,"Hip","PConc","GasA","Y",1710,2,0,3,1,"Gd",7,1,2,550,0,240000,1710
"1010",1010,6000,"Pave",5,"Gable","BrkTil","GasA","Y",1522,2,0,4,1,"TA",7,0,0,0,0,102000,1008
"1011",1011,21286,"Pave",5,"Gable","CBlock","GasA","Y",1271,2,0,4,1,"TA",7,1,1,312,0,135000,720
"1012",1012,9825,"Pave",5,"Hip","CBlock","GasA","N",1664,2,0,4,2,"TA",8,0,0,0,0,100000,1664
"1015",1015,11664,"Pave",6,"Gable","CBlock","GasA","Y",1082,1,0,2,1,"TA",5,1,1,240,0,119200,1082
"1016",1016,8400,"Pave",8,"Gable","PConc","GasA","Y",1665,2,1,3,1,"Gd",6,0,2,528,0,227000,810
"1017",1017,11883,"Pave",7,"Hip","PConc","GasA","Y",1504,2,0,3,1,"Gd",6,1,2,478,0,203000,1504
"1018",1018,5814,"Pave",8,"Gable","CBlock","GasA","Y",1360,1,0,1,1,"Gd",4,1,2,565,0,187500,1360
"1019",1019,10784,"Pave",7,"Gable","PConc","GasA","Y",1472,2,1,3,1,"Gd",7,1,2,402,0,160000,802
"1021",1021,7024,"Pave",4,"Gable","PConc","GasA","Y",1132,1,1,2,1,"Gd",5,0,2,451,0,176000,1132
"1022",1022,7406,"Pave",7,"Gable","PConc","GasA","Y",1220,2,0,2,1,"Gd",6,0,2,632,0,194000,1220
"1023",1023,9439,"Pave",5,"Gable","CBlock","GasA","Y",1248,1,0,2,1,"TA",6,0,1,160,0,87000,912
"1025",1025,15498,"Pave",8,"Hip","CBlock","GasA","Y",2898,2,0,2,1,"Gd",10,1,2,665,0,287000,2898
"1026",1026,7700,"Pave",5,"Gable","CBlock","GasA","Y",882,1,0,3,1,"TA",5,0,2,461,0,112500,882
"1027",1027,9300,"Pave",5,"Gable","CBlock","GasA","Y",1264,1,0,3,1,"TA",6,2,2,461,0,167500,1264
"1028",1028,9520,"Pave",8,"Gable","PConc","GasA","Y",1646,2,0,3,1,"Gd",7,1,3,800,0,293077,1646
"1029",1029,9492,"Pave",5,"Gable","CBlock","GasA","Y",1376,1,0,3,1,"TA",6,1,1,240,0,105000,968
"1031",1031,7082,"Pave",5,"Gable","PConc","GasA","Y",1928,2,0,5,2,"TA",10,0,0,0,0,160000,948
"1033",1033,14541,"Pave",8,"Gable","PConc","GasA","Y",2520,2,1,5,1,"Gd",10,1,3,796,0,310000,1352
"1035",1035,6305,"Pave",5,"Gable","PConc","GasA","Y",954,1,0,2,1,"Fa",5,1,1,240,0,119750,954
"1036",1036,11500,"Pave",4,"Gable","Slab","GasA","N",845,1,0,3,1,"TA",5,0,1,290,0,84000,845
"1037",1037,12898,"Pave",9,"Hip","PConc","GasA","Y",1620,2,0,2,1,"Ex",6,1,3,912,0,315500,1620
"1038",1038,9240,"Pave",8,"Gable","PConc","GasA","Y",2263,2,1,3,1,"Gd",7,1,2,905,0,287000,1055
"1039",1039,1533,"Pave",4,"Gable","CBlock","GasA","Y",1344,1,1,3,1,"TA",6,1,0,0,0,97000,798
"1042",1042,9130,"Pave",6,"Hip","CBlock","GasA","Y",1632,1,1,4,1,"Gd",7,0,2,484,0,173000,800
"1043",1043,5381,"Pave",6,"Gable","PConc","GasA","Y",1306,2,0,1,1,"Gd",5,1,2,624,0,196000,1306
"1045",1045,9600,"Pave",8,"Hip","PConc","GasA","Y",2524,2,1,4,1,"Gd",9,1,2,542,0,278000,2524
"1046",1046,13680,"Pave",3,"Hip","Slab","GasA","Y",1733,2,0,4,1,"TA",8,1,2,452,0,139600,1733
"1048",1048,9245,"Pave",5,"Gable","PConc","GasA","Y",990,1,0,3,1,"TA",5,0,2,672,0,145000,990
"1049",1049,21750,"Pave",5,"Hip","Slab","GasA","Y",1771,1,0,3,1,"TA",9,1,2,336,0,115000,1771
"1050",1050,11100,"Pave",4,"Gable","CBlock","GasA","Y",930,1,0,2,1,"Gd",6,0,1,308,0,84900,930
"1052",1052,11175,"Pave",7,"Gable","PConc","GasA","Y",1316,2,0,3,1,"Gd",6,1,2,440,0,200141,1316
"1053",1053,9500,"Pave",6,"Gable","CBlock","GasA","Y",1977,1,1,4,1,"TA",9,1,2,540,0,165000,1127
"1055",1055,11367,"Pave",8,"Gable","PConc","GasA","Y",1989,2,1,3,1,"Gd",7,1,2,586,0,255000,1091
"1058",1058,29959,"Pave",7,"Gable","PConc","GasA","Y",1850,2,1,3,1,"Gd",7,1,2,467,0,248000,979
"1059",1059,11308,"Pave",9,"Gable","PConc","GasA","Y",2184,2,1,3,1,"Ex",10,1,3,836,0,335000,1130
"1060",1060,11275,"Pave",6,"Gable","CBlock","GasA","Y",1991,1,1,3,1,"TA",7,1,2,432,0,220000,1096
"1061",1061,4920,"Pave",8,"Gable","PConc","GasA","Y",1338,2,0,2,1,"Gd",6,0,2,582,0,213500,1338
"1064",1064,6000,"Pave",6,"Gable","BrkTil","GasA","Y",1103,1,0,2,1,"Gd",5,1,2,440,0,110500,1103
"1065",1065,11000,"Pave",5,"Gable","CBlock","GasA","Y",1154,1,1,3,1,"TA",6,1,2,480,0,154000,1154
"1069",1069,3964,"Pave",6,"Gable","CBlock","GasA","Y",2521,2,1,5,1,"TA",10,1,2,576,0,151400,1291
"1071",1071,10152,"Pave",5,"Hip","CBlock","GasA","Y",1048,1,0,3,1,"TA",6,0,1,286,0,135000,1048
"1072",1072,11700,"Pave",6,"Gable","CBlock","GasA","Y",1556,1,1,4,1,"TA",8,0,2,441,0,154000,829
"1073",1073,7585,"Pave",5,"Gable","CBlock","GasA","Y",1456,1,0,4,1,"TA",7,1,1,280,0,91500,1002
"1074",1074,7950,"Pave",6,"Hip","CBlock","GasA","Y",1426,1,1,3,1,"TA",6,0,2,440,0,159500,698
"1075",1075,8556,"Pave",7,"Gable","PConc","GasA","Y",1240,2,0,2,1,"Gd",5,0,3,826,0,194000,1240
"1076",1076,13125,"Pave",7,"Gable","CBlock","GasA","Y",1740,1,1,3,1,"TA",6,2,1,240,0,219500,960
"1077",1077,10800,"Pave",5,"Gable","CBlock","GasA","Y",1466,2,0,3,1,"Gd",7,1,2,566,0,170000,1096
"1078",1078,15870,"Pave",5,"Gable","CBlock","GasA","Y",1096,1,0,3,1,"TA",6,0,1,299,0,138800,1096
"1079",1079,4435,"Pave",6,"Gable","PConc","GasA","Y",848,1,0,1,1,"Gd",3,1,2,420,0,155900,848
"1080",1080,8775,"Pave",5,"Gable","PConc","GasA","Y",990,1,0,3,1,"TA",5,0,1,299,0,126000,990
"1081",1081,11040,"Pave",6,"Gable","CBlock","GasA","Y",1258,2,0,3,1,"Gd",5,0,2,528,0,145000,1258
"1082",1082,7500,"Pave",5,"Gable","CBlock","GasA","Y",1040,1,1,3,1,"TA",5,0,1,308,0,133000,1040
"1083",1083,8749,"Pave",7,"Gable","PConc","GasA","Y",1459,2,0,3,1,"Gd",6,1,2,527,0,192000,1459
"1084",1084,8800,"Pave",6,"Hip","CBlock","GasA","Y",1251,1,0,3,1,"TA",6,2,1,461,0,160000,1251
"1085",1085,13031,"Pave",6,"Gable","PConc","GasA","Y",1498,2,1,3,1,"TA",6,1,2,409,0,187500,691
"1087",1087,1974,"Pave",4,"Gable","CBlock","GasA","Y",1092,1,1,3,1,"TA",6,0,1,286,0,83500,546
"1088",1088,10574,"Pave",8,"Gable","PConc","GasA","Y",1953,2,1,3,1,"Gd",9,1,3,1043,0,252000,1082
"1090",1090,3316,"Pave",8,"Gable","PConc","GasA","Y",1247,1,1,1,1,"Gd",4,1,2,550,0,197000,1247
"1091",1091,8544,"Pave",3,"Gable","Slab","Wall","N",1040,2,0,2,2,"TA",6,0,2,400,0,92900,1040
"1092",1092,2160,"Pave",7,"Gable","PConc","GasA","Y",1252,2,1,2,1,"Gd",4,0,2,462,0,160000,624
"1093",1093,8400,"Pave",6,"Gable","PConc","GasA","Y",1694,2,0,4,1,"TA",7,1,2,576,0,136500,1390
"1097",1097,6882,"Pave",6,"Gable","PConc","GasA","Y",1355,1,1,3,1,"Gd",7,0,0,0,0,127000,773
"1098",1098,3696,"Pave",8,"Gable","CBlock","GasA","Y",1088,1,1,2,1,"Gd",5,0,2,461,0,170000,1088
"1099",1099,6000,"Pave",4,"Gable","BrkTil","GasA","Y",1324,1,0,3,1,"TA",6,0,1,240,0,128000,757
"1101",1101,8400,"Pave",2,"Gable","CBlock","GasA","N",438,1,0,1,1,"Fa",3,0,1,246,0,60000,438
"1103",1103,7000,"Pave",5,"Gable","CBlock","GasA","Y",1134,1,0,2,1,"TA",6,0,1,254,0,135000,1134
"1105",1105,2016,"Pave",5,"Gable","CBlock","GasA","Y",1302,2,1,3,1,"TA",6,0,2,440,0,106000,630
"1107",1107,10357,"Pave",7,"Hip","PConc","GasA","Y",1442,2,0,3,1,"Gd",6,1,2,719,0,179900,1442
"1108",1108,23257,"Pave",7,"Gable","PConc","GasA","Y",2021,2,1,3,1,"Gd",9,1,2,422,0,274725,887
"1110",1110,11362,"Pave",8,"Gable","PConc","GasA","Y",1836,2,0,3,1,"Gd",7,1,3,862,0,280000,1836
"1111",1111,8000,"Pave",6,"Gable","PConc","GasA","Y",1658,2,1,3,1,"TA",8,1,2,431,0,188000,773
"1112",1112,10480,"Pave",7,"Hip","CBlock","GasA","Y",1964,2,1,4,1,"TA",8,1,2,483,0,205000,1098
"1113",1113,7100,"Pave",5,"Gable","CBlock","GasA","Y",816,1,0,2,1,"TA",5,0,1,308,0,129900,816
"1114",1114,8923,"Pave",5,"Gable","CBlock","GasA","Y",1008,1,0,2,1,"Gd",6,0,1,240,0,134500,1008
"1115",1115,5400,"Pave",5,"Gable","CBlock","GasA","Y",833,1,0,2,1,"Gd",4,0,1,326,0,117000,833
"1116",1116,12085,"Pave",8,"Hip","PConc","GasA","Y",1734,2,0,3,1,"Ex",7,1,3,928,0,318000,1734
"1117",1117,7750,"Pave",8,"Hip","PConc","GasA","Y",1419,2,1,3,1,"Gd",7,1,2,527,0,184100,779
"1118",1118,9764,"Pave",5,"Gable","CBlock","GasA","Y",894,1,0,3,1,"Gd",5,0,2,450,0,130000,894
"1119",1119,13825,"Pave",5,"Gable","CBlock","GasA","Y",1601,1,0,3,1,"TA",6,0,1,300,0,140000,1021
"1120",1120,7560,"Pave",5,"Gable","CBlock","GasA","Y",1040,1,0,3,1,"TA",6,0,1,286,0,133700,1040
"1121",1121,8263,"Pave",6,"Gable","BrkTil","GasA","Y",1012,1,0,2,1,"TA",6,1,1,308,0,118400,1012
"1123",1123,8926,"Pave",4,"Gable","CBlock","GasA","Y",960,1,0,3,1,"TA",5,0,1,288,0,112000,960
"1124",1124,9405,"Pave",5,"Hip","CBlock","GasA","Y",698,1,0,2,1,"TA",4,0,0,0,0,118000,698
"1125",1125,9125,"Pave",7,"Gable","PConc","GasA","Y",1482,2,1,3,1,"Gd",7,1,2,392,0,163900,812
"1126",1126,10434,"Pave",4,"Gable","CBlock","GasA","Y",1005,1,0,2,1,"Fa",5,1,2,672,0,115000,1005
"1127",1127,3684,"Pave",7,"Hip","PConc","GasA","Y",1555,2,0,2,1,"Gd",7,1,3,660,0,174000,1555
"1129",1129,11796,"Pave",7,"Gable","PConc","GasA","Y",1959,2,1,4,1,"Gd",8,1,2,434,0,215000,847
"1130",1130,7200,"Pave",5,"Gable","CBlock","GasA","Y",936,1,0,2,1,"TA",4,0,2,672,0,140000,936
"1131",1131,7804,"Pave",4,"Gable","BrkTil","GasA","Y",1981,2,0,4,1,"Gd",7,2,2,576,0,135000,1328
"1132",1132,10712,"Pave",5,"Gable","PConc","GasA","Y",974,1,0,3,1,"TA",5,0,0,0,0,93500,974
"1133",1133,9900,"Pave",6,"Gable","BrkTil","GasW","Y",2210,2,0,5,1,"Fa",8,0,1,205,0,117500,1178
"1134",1134,9828,"Pave",8,"Gable","PConc","GasA","Y",2020,2,1,3,1,"Gd",8,1,2,466,0,239500,1142
"1136",1136,6180,"Pave",6,"Gable","BrkTil","GasA","N",986,1,0,2,1,"TA",5,1,1,180,0,102000,986
"1137",1137,9600,"Pave",6,"Gable","CBlock","GasA","Y",1252,1,0,3,1,"TA",6,0,1,288,0,119000,1032
"1138",1138,6342,"Pave",5,"Gable","CBlock","GasA","N",1020,1,0,2,1,"TA",6,0,0,0,0,94000,780
"1139",1139,9819,"Pave",6,"Gable","PConc","GasA","Y",1567,2,0,2,1,"Gd",5,2,2,714,0,196000,1567
"1140",1140,8731,"Pave",5,"Gable","BrkTil","GasA","Y",1167,1,0,3,1,"TA",6,1,2,495,0,144000,1167
"1142",1142,10304,"Pave",5,"Gable","CBlock","GasA","Y",1868,2,1,4,1,"Gd",9,1,2,484,0,197500,1088
"1143",1143,9965,"Pave",8,"Hip","PConc","GasA","Y",2828,3,0,4,1,"Gd",11,1,3,1052,0,424870,1466
"1144",1144,9000,"Pave",5,"Gable","CBlock","GasA","Y",1006,1,0,3,1,"TA",5,0,0,0,0,80000,1006
"1145",1145,12180,"Pave",4,"Gable","BrkTil","Grav","N",924,1,0,2,1,"Fa",5,0,1,280,0,80000,672
"1146",1146,6240,"Pave",5,"Gable","BrkTil","GasA","Y",1576,1,0,3,1,"TA",8,1,1,225,0,149000,1042
"1147",1147,11200,"Pave",6,"Gable","CBlock","GasA","Y",1298,2,0,3,1,"Gd",5,1,2,403,0,180000,1298
"1148",1148,12000,"Pave",7,"Gable","CBlock","GasA","Y",1564,1,1,3,1,"Fa",7,1,1,234,0,174500,860
"1150",1150,9000,"Pave",7,"Hip","PConc","GasA","Y",1482,1,0,3,1,"TA",7,0,2,324,0,143000,832
"1151",1151,8280,"Pave",6,"Gable","CBlock","GasA","Y",932,1,0,2,1,"Gd",4,1,1,306,0,124000,932
"1152",1152,17755,"Pave",5,"Gable","CBlock","GasA","Y",1466,1,1,3,1,"Fa",6,2,2,528,0,149900,1466
"1153",1153,14115,"Pave",6,"Gable","PConc","GasA","Y",1811,1,0,2,1,"Ex",6,1,2,470,0,230000,1811
"1154",1154,5890,"Pave",6,"Gable","BrkTil","GasA","Y",816,1,0,2,1,"TA",5,0,1,432,0,120500,816
"1156",1156,10768,"Pave",5,"Gable","CBlock","GasA","Y",1437,2,0,3,1,"Gd",6,1,2,528,0,218000,1437
"1157",1157,9350,"Pave",5,"Gable","PConc","GasA","Y",1265,2,0,3,1,"Gd",6,1,2,502,0,179900,1265
"1158",1158,5001,"Pave",7,"Gable","PConc","GasA","Y",1314,2,0,2,1,"Gd",6,1,2,626,0,230000,1314
"1159",1159,11932,"Pave",8,"Gable","PConc","GasA","Y",1580,2,0,3,1,"Gd",7,0,3,830,0,235128,1580
"1160",1160,9120,"Pave",6,"Hip","CBlock","GasA","Y",1876,2,1,4,1,"Gd",8,1,2,540,0,185000,943
"1161",1161,2280,"Pave",6,"Gable","CBlock","GasA","Y",1456,2,1,3,1,"TA",7,1,2,440,0,146000,855
"1162",1162,14778,"Pave",6,"Hip","CBlock","GasA","Y",1640,1,0,3,1,"Gd",7,1,2,924,0,224000,1640
